('1249', 'citrus fruit')
('1648', 'red/blush wine')
('1895', 'soups')
('1896', 'soda')
('2116', 'other vegetables')
('2377', 'bottled beer')
('2421', 'pastry')
('2746', 'curd')
('2854', 'rolls/buns')
('2854', 'bottled beer')
('2890', 'bottled water')
('3507', 'photo/film')
('3507', 'root vegetables')
('3664', 'pastry')
('3664', 'napkins')
('3785', 'cream cheese ')
('3982', 'canned beer')
('4145', 'candy')
('4145', 'shopping bags')
('4872', 'bottled beer')
('1102', 'frozen vegetables')
('1575', 'rolls/buns')
('1783', 'misc. beverages')
('1966', 'vinegar')
('1966', 'grapes')
('1966', 'frozen vegetables')
('2081', 'hamburger meat')
('2081', 'seasonal products')
('2312', 'pip fruit')
('2312', 'pastry')
('2584', 'Instant food products')
('2626', 'yogurt')
('2693', 'liqueur')
('2886', 'waffles')
('2930', 'curd')
('3010', 'other vegetables')
('3164', 'citrus fruit')
('3502', 'soda')
('3917', 'sausage')
('4153', 'sausage')
('4153', 'long life bakery product')
('4387', 'frozen vegetables')
('4394', 'other vegetables')
('1011', 'bottled water')
('1050', 'waffles')
('1050', 'beverages')
('1318', 'mustard')
('1318', 'yogurt')
('1472', 'curd')
('1472', 'misc. beverages')
('1881', 'bottled water')
('1881', 'frozen dessert')
('1998', 'pastry')
('2135', 'newspapers')
('2135', 'hard cheese')
('2135', 'salty snack')
('2322', 'pip fruit')
('2322', 'cake bar')
('3400', 'hard cheese')
('3714', 'domestic eggs')
('3751', 'specialty bar')
('3751', 'semi-finished bread')
('3798', 'chocolate marshmallow')
('4441', 'butter')
('4441', 'bottled beer')
('4661', 'cream cheese ')
('4661', 'soda')
('1632', 'brown bread')
('1632', 'shopping bags')
('1632', 'soda')
('2093', 'waffles')
('2416', 'butter milk')
('2416', 'fruit/vegetable juice')
('2416', 'pastry')
('2439', 'whole milk')
('2719', 'whole milk')
('2719', 'rolls/buns')
('2796', 'oil')
('3022', 'chicken')
('3535', 'whole milk')
('3535', 'rolls/buns')
('3662', 'white wine')
('3662', 'bottled water')
('3736', 'semi-finished bread')
('3736', 'liquor (appetizer)')
('3748', 'pastry')
('3769', 'pickled vegetables')
('3769', 'hygiene articles')
('4098', 'other vegetables')
('4162', 'curd cheese')
('4163', 'newspapers')
('4172', 'whipped/sour cream')
('4433', 'grapes')
('4935', 'newspapers')
('4939', 'bottled beer')
('1581', 'newspapers')
('1581', 'napkins')
('1684', 'curd')
('1865', 'onions')
('1865', 'oil')
('1900', 'pip fruit')
('1903', 'sweet spreads')
('1903', 'margarine')
('2059', 'tropical fruit')
('2241', 'root vegetables')
('2241', 'rolls/buns')
('2316', 'bottled beer')
('2460', 'soda')
('2697', 'berries')
('2788', 'dessert')
('2788', 'domestic eggs')
('2813', 'tropical fruit')
('2813', 'chocolate')
('3895', 'other vegetables')
('3920', 'brandy')
('4015', 'canned beer')
('4015', 'bottled beer')
('4133', 'pastry')
('4192', 'root vegetables')
('4192', 'canned beer')
('4192', 'whole milk')
('4320', 'whole milk')
('4320', 'rolls/buns')
('4414', 'rolls/buns')
('4414', 'beef')
('4430', 'pip fruit')
('4710', 'salty snack')
('4710', 'pickled vegetables')
('4770', 'roll products ')
('4788', 'other vegetables')
('4788', 'whipped/sour cream')
('1134', 'cream cheese ')
('1290', 'margarine')
('1432', 'berries')
('1432', 'pip fruit')
('1526', 'domestic eggs')
('1924', 'white wine')
('2072', 'newspapers')
('2072', 'salty snack')
('2138', 'pip fruit')
('2138', 'long life bakery product')
('2316', 'shopping bags')
('2649', 'whole milk')
('2794', 'chicken')
('3041', 'shopping bags')
('3495', 'fruit/vegetable juice')
('3849', 'dessert')
('4264', 'soda')
('4388', 'tropical fruit')
('4388', 'UHT-milk')
('4464', 'sausage')
('4705', 'hard cheese')
('4832', 'turkey')
('4922', 'other vegetables')
('1158', 'whole milk')
('1350', 'herbs')
('1350', 'soda')
('2355', 'rolls/buns')
('2355', 'ice cream')
('2552', 'other vegetables')
('2552', 'chocolate')
('2900', 'whole milk')
('2972', 'frankfurter')
('3111', 'citrus fruit')
('3182', 'Instant food products')
('3465', 'canned fish')
('3465', 'yogurt')
('3465', 'napkins')
('3808', 'curd')
('3808', 'other vegetables')
('4009', 'cream cheese ')
('4266', 'margarine')
('4266', 'bottled beer')
('4596', 'white wine')
('4638', 'salty snack')
('1013', 'whole milk')
('1013', 'candy')
('1100', 'hamburger meat')
('1100', 'pasta')
('1516', 'shopping bags')
('1580', 'domestic eggs')
('1593', 'canned beer')
('2315', 'nut snack')
('2315', 'bottled beer')
('2631', 'root vegetables')
('2682', 'other vegetables')
('2803', 'margarine')
('3574', 'domestic eggs')
('3644', 'white wine')
('3644', 'candles')
('3721', 'beverages')
('3722', 'brown bread')
('3766', 'pork')
('3782', 'flower (seeds)')
('3782', 'domestic eggs')
('3903', 'root vegetables')
('3903', 'seasonal products')
('3948', 'shopping bags')
('3948', 'sparkling wine')
('4140', 'hygiene articles')
('4368', 'whole milk')
('4418', 'nuts/prunes')
('1017', 'other vegetables')
('1017', 'root vegetables')
('1146', 'root vegetables')
('1146', 'cereals')
('1740', 'root vegetables')
('1740', 'soda')
('2483', 'herbs')
('2483', 'canned beer')
('2786', 'semi-finished bread')
('2786', 'brown bread')
('2786', 'soda')
('3087', 'yogurt')
('3185', 'newspapers')
('3343', 'butter milk')
('3356', 'frozen vegetables')
('3776', 'white wine')
('4448', 'fruit/vegetable juice')
('4676', 'margarine')
('4676', 'rolls/buns')
('4874', 'bottled water')
('1022', 'napkins')
('1237', 'misc. beverages')
('1329', 'dessert')
('1329', 'newspapers')
('1329', 'domestic eggs')
('1384', 'soda')
('1384', 'misc. beverages')
('1499', 'soda')
('1548', 'condensed milk')
('1548', 'pastry')
('1647', 'other vegetables')
('1647', 'whipped/sour cream')
('1724', 'other vegetables')
('1867', 'sliced cheese')
('1970', 'soda')
('1970', 'curd')
('1978', 'cookware')
('1998', 'waffles')
('2144', 'beef')
('2144', 'pasta')
('2222', 'cling film/bags')
('2222', 'canned vegetables')
('2274', 'rolls/buns')
('2344', 'rolls/buns')
('2617', 'yogurt')
('3076', 'soda')
('3607', 'margarine')
('3680', 'fruit/vegetable juice')
('3926', 'salty snack')
('4192', 'butter')
('4192', 'seasonal products')
('4770', 'butter')
('4823', 'whole milk')
('4823', 'candy')
('1189', 'dessert')
('1299', 'yogurt')
('2022', 'yogurt')
('2141', 'potato products')
('2537', 'UHT-milk')
('2537', 'bottled beer')
('2753', 'bottled beer')
('2753', 'whipped/sour cream')
('2753', 'sugar')
('3137', 'root vegetables')
('3137', 'sugar')
('3380', 'soda')
('3380', 'frozen fish')
('3540', 'salt')
('3540', 'cream cheese ')
('3564', 'frozen vegetables')
('3668', 'pip fruit')
('3920', 'pastry')
('4194', 'root vegetables')
('4194', 'bottled beer')
('4931', 'coffee')
('4931', 'salty snack')
('1034', 'cling film/bags')
('1034', 'cat food')
('1037', 'tropical fruit')
('1037', 'rolls/buns')
('1296', 'UHT-milk')
('1580', 'mustard')
('1580', 'sliced cheese')
('1663', 'yogurt')
('1663', 'soft cheese')
('1687', 'curd')
('1820', 'salt')
('2048', 'semi-finished bread')
('2107', 'salty snack')
('2170', 'fish')
('2170', 'root vegetables')
('2394', 'whipped/sour cream')
('2442', 'other vegetables')
('2442', 'cream cheese ')
('2511', 'whole milk')
('2511', 'other vegetables')
('2706', 'citrus fruit')
('2706', 'whipped/sour cream')
('2706', 'liquor')
('3089', 'rolls/buns')
('3180', 'citrus fruit')
('3552', 'long life bakery product')
('3691', 'bottled beer')
('3780', 'domestic eggs')
('3828', 'citrus fruit')
('3828', 'soda')
('4401', 'bottled beer')
('4401', 'ice cream')
('4663', 'fruit/vegetable juice')
('4663', 'flower (seeds)')
('4941', 'white wine')
('1098', 'citrus fruit')
('1715', 'spread cheese')
('1715', 'specialty chocolate')
('1868', 'newspapers')
('1913', 'cat food')
('1913', 'semi-finished bread')
('1917', 'frankfurter')
('2079', 'sliced cheese')
('2079', 'beverages')
('2079', 'napkins')
('2337', 'coffee')
('2432', 'brandy')
('2432', 'domestic eggs')
('2437', 'bottled water')
('2478', 'photo/film')
('3271', 'white wine')
('3372', 'canned beer')
('4033', 'white bread')
('4423', 'brown bread')
('4561', 'oil')
('4561', 'fruit/vegetable juice')
('4631', 'pip fruit')
('1087', 'sausage')
('1087', 'beverages')
('1423', 'citrus fruit')
('1423', 'shopping bags')
('1514', 'bottled water')
('1684', 'canned beer')
('1702', 'waffles')
('1761', 'dish cleaner')
('1761', 'newspapers')
('2027', 'frozen meals')
('2027', 'domestic eggs')
('2451', 'pip fruit')
('2451', 'hard cheese')
('2451', 'bottled water')
('2517', 'whipped/sour cream')
('2957', 'seasonal products')
('3081', 'shopping bags')
('3103', 'misc. beverages')
('3103', 'other vegetables')
('3215', 'rolls/buns')
('3226', 'yogurt')
('3294', 'pastry')
('3294', 'pickled vegetables')
('3529', 'pastry')
('3529', 'bottled water')
('3777', 'waffles')
('3821', 'turkey')
('3979', 'ice cream')
('4299', 'cake bar')
('4738', 'sausage')
('4738', 'grapes')
('4910', 'frozen meals')
('4910', 'napkins')
('4981', 'Instant food products')
('4981', 'specialty chocolate')
('1200', 'detergent')
('1379', 'fruit/vegetable juice')
('1473', 'curd cheese')
('1620', 'sparkling wine')
('1733', 'mustard')
('1733', 'white bread')
('1733', 'newspapers')
('1751', 'yogurt')
('1751', 'newspapers')
('1837', 'pip fruit')
('1837', 'long life bakery product')
('1947', 'canned beer')
('1947', 'other vegetables')
('1947', 'margarine')
('2479', 'domestic eggs')
('2506', 'bottled water')
('2550', 'butter')
('2550', 'whole milk')
('2859', 'brown bread')
('2859', 'processed cheese')
('3067', 'meat')
('3107', 'waffles')
('3137', 'whipped/sour cream')
('3137', 'soda')
('3264', 'brown bread')
('3264', 'whipped/sour cream')
('4763', 'pastry')
('4763', 'pickled vegetables')
('4791', 'sausage')
('4791', 'long life bakery product')
('1442', 'margarine')
('1574', 'butter')
('1574', 'cat food')
('1574', 'roll products ')
('1644', 'citrus fruit')
('1644', 'specialty cheese')
('2401', 'other vegetables')
('2983', 'tropical fruit')
('3033', 'rolls/buns')
('3033', 'ice cream')
('3033', 'nut snack')
('3046', 'onions')
('3705', 'herbs')
('3827', 'root vegetables')
('3848', 'soft cheese')
('3848', 'chewing gum')
('4018', 'whipped/sour cream')
('4129', 'yogurt')
('4202', 'popcorn')
('4202', 'long life bakery product')
('4579', 'pastry')
('4618', 'newspapers')
('4618', 'fruit/vegetable juice')
('4618', 'specialty chocolate')
('4741', 'onions')
('4741', 'waffles')
('4979', 'beverages')
('4979', 'newspapers')
('1241', 'oil')
('1335', 'waffles')
('1335', 'domestic eggs')
('1335', 'oil')
('1339', 'other vegetables')
('1339', 'margarine')
('1362', 'mustard')
('1483', 'pastry')
('1483', 'dessert')
('1764', 'honey')
('1864', 'butter')
('2085', 'soda')
('2279', 'curd')
('2279', 'soda')
('2595', 'chewing gum')
('3517', 'curd')
('3517', 'brown bread')
('4146', 'root vegetables')
('4625', 'whipped/sour cream')
('4822', 'ice cream')
('1206', 'tropical fruit')
('1466', 'chewing gum')
('1604', 'rolls/buns')
('1604', 'specialty bar')
('1887', 'yogurt')
('1887', 'waffles')
('1929', 'newspapers')
('1998', 'frozen vegetables')
('1998', 'pot plants')
('2032', 'whipped/sour cream')
('2032', 'soda')
('2152', 'other vegetables')
('2232', 'bottled water')
('2271', 'root vegetables')
('2271', 'processed cheese')
('2334', 'rolls/buns')
('2430', 'sausage')
('2662', 'root vegetables')
('2662', 'soda')
('2950', 'semi-finished bread')
('2950', 'soda')
('2950', 'shopping bags')
('3571', 'dish cleaner')
('3730', 'pork')
('3730', 'pastry')
('3835', 'dessert')
('3973', 'turkey')
('4196', 'flower (seeds)')
('4208', 'pork')
('4256', 'processed cheese')
('4256', 'tropical fruit')
('4257', 'yogurt')
('4257', 'napkins')
('1111', 'frozen vegetables')
('1254', 'napkins')
('1352', 'tropical fruit')
('1640', 'butter milk')
('1640', 'oil')
('2790', 'semi-finished bread')
('2947', 'bottled water')
('3626', 'soda')
('3626', 'liquor (appetizer)')
('3686', 'specialty chocolate')
('3842', 'frozen vegetables')
('3842', 'pastry')
('3856', 'cat food')
('4164', 'curd')
('4325', 'ice cream')
('4416', 'whole milk')
('4416', 'whipped/sour cream')
('4717', 'soda')
('4717', 'semi-finished bread')
('4857', 'whole milk')
('4857', 'misc. beverages')
('4933', 'other vegetables')
('1338', 'meat')
('1342', 'other vegetables')
('1342', 'rolls/buns')
('1342', 'soda')
('1618', 'canned fruit')
('1618', 'whole milk')
('1660', 'other vegetables')
('1915', 'coffee')
('2222', 'rolls/buns')
('2350', 'other vegetables')
('2580', 'whipped/sour cream')
('2604', 'butter milk')
('2776', 'misc. beverages')
('2930', 'other vegetables')
('3450', 'root vegetables')
('3450', 'soda')
('3857', 'meat spreads')
('3857', 'butter')
('3943', 'baking powder')
('3943', 'condensed milk')
('3972', 'UHT-milk')
('4156', 'potato products')
('4165', 'hard cheese')
('4165', 'newspapers')
('4211', 'napkins')
('4215', 'specialty fat')
('4215', 'liquor (appetizer)')
('4275', 'other vegetables')
('4275', 'dishes')
('4322', 'misc. beverages')
('4541', 'root vegetables')
('4541', 'whole milk')
('4657', 'chocolate')
('4657', 'margarine')
('4657', 'soda')
('4807', 'bottled beer')
('4898', 'long life bakery product')
('4923', 'potato products')
('4923', 'specialty bar')
('4946', 'yogurt')
('4946', 'frozen meals')
('4948', 'sliced cheese')
('1097', 'shopping bags')
('1097', 'root vegetables')
('1197', 'whole milk')
('1197', 'brown bread')
('1616', 'berries')
('2089', 'pastry')
('2093', 'oil')
('2701', 'ham')
('2706', 'soda')
('2871', 'dessert')
('2956', 'rolls/buns')
('2956', 'chocolate')
('3050', 'root vegetables')
('3689', 'sausage')
('3689', 'pastry')
('4061', 'whole milk')
('4061', 'canned beer')
('4316', 'long life bakery product')
('4463', 'beef')
('4463', 'flour')
('4575', 'rolls/buns')
('4575', 'shopping bags')
('4750', 'brown bread')
('1166', 'bottled water')
('1512', 'rolls/buns')
('1685', 'bottled water')
('1925', 'brown bread')
('1955', 'napkins')
('2009', 'pork')
('2009', 'pastry')
('2112', 'soda')
('2155', 'soda')
('2315', 'hamburger meat')
('3205', 'other vegetables')
('3205', 'whipped/sour cream')
('3600', 'whipped/sour cream')
('3600', 'other vegetables')
('3600', 'shopping bags')
('4107', 'whipped/sour cream')
('4107', 'soda')
('4125', 'pip fruit')
('4217', 'root vegetables')
('4217', 'brown bread')
('4262', 'red/blush wine')
('4262', 'whipped/sour cream')
('4383', 'whipped/sour cream')
('1219', 'red/blush wine')
('1219', 'instant coffee')
('1572', 'rolls/buns')
('1572', 'candy')
('2067', 'canned beer')
('2067', 'brown bread')
('2139', 'instant coffee')
('2289', 'chicken')
('2803', 'tropical fruit')
('2803', 'canned beer')
('3141', 'chicken')
('3584', 'meat')
('3743', 'butter')
('3991', 'kitchen towels')
('3991', 'margarine')
('4048', 'ice cream')
('4048', 'margarine')
('4278', 'newspapers')
('4359', 'citrus fruit')
('4359', 'cling film/bags')
('4483', 'other vegetables')
('4483', 'whole milk')
('1208', 'soft cheese')
('1208', 'bottled water')
('1889', 'beef')
('1889', 'sweet spreads')
('2524', 'UHT-milk')
('2545', 'processed cheese')
('2746', 'bottled beer')
('3140', 'salty snack')
('3327', 'chocolate marshmallow')
('3343', 'salty snack')
('3879', 'yogurt')
('4036', 'cream cheese ')
('4082', 'berries')
('4082', 'pip fruit')
('4117', 'yogurt')
('4117', 'fruit/vegetable juice')
('4130', 'long life bakery product')
('4179', 'hamburger meat')
('4179', 'other vegetables')
('4277', 'yogurt')
('1040', 'whole milk')
('1040', 'pasta')
('1040', 'rolls/buns')
('1229', 'beef')
('1229', 'frozen potato products')
('1350', 'whole milk')
('1361', 'salty snack')
('1517', 'root vegetables')
('1550', 'brown bread')
('2590', 'frozen dessert')
('2649', 'liqueur')
('2674', 'chewing gum')
('2716', 'yogurt')
('2716', 'pastry')
('2716', 'bottled water')
('2960', 'frozen meals')
('3247', 'pip fruit')
('3495', 'pastry')
('3495', 'hygiene articles')
('3544', 'dessert')
('3600', 'ice cream')
('3726', 'whole milk')
('3815', 'cake bar')
('4155', 'beef')
('4155', 'curd')
('4416', 'candy')
('4416', 'margarine')
('4416', 'butter')
('4740', 'whole milk')
('4952', 'beef')
('1225', 'white bread')
('1307', 'pastry')
('1426', 'bottled water')
('1426', 'yogurt')
('1546', 'coffee')
('1753', 'other vegetables')
('1753', 'whole milk')
('1771', 'soda')
('1771', 'cream cheese ')
('2964', 'oil')
('2964', 'male cosmetics')
('3090', 'yogurt')
('3090', 'domestic eggs')
('3719', 'rolls/buns')
('3957', 'rolls/buns')
('4056', 'soda')
('4097', 'coffee')
('4367', 'white wine')
('4430', 'sausage')
('4648', 'flour')
('4648', 'whipped/sour cream')
('4696', 'oil')
('4801', 'misc. beverages')
('4801', 'dishes')
('1407', 'whole milk')
('1407', 'butter')
('1501', 'detergent')
('1842', 'butter milk')
('1967', 'fruit/vegetable juice')
('1967', 'dental care')
('2121', 'chocolate')
('2138', 'yogurt')
('2417', 'spread cheese')
('2417', 'newspapers')
