('Member_number', 'itemDescription')
('3748', 'hamburger meat')
('3748', 'brown bread')
('4098', 'yogurt')
('4098', 'bottled water')
('4162', 'red/blush wine')
('4162', 'margarine')
('4163', 'other vegetables')
('4172', 'Instant food products')
('4202', 'female sanitary products')
('4202', 'other vegetables')
('4433', 'whole milk')
('4935', 'bottled beer')
('4935', 'cat food')
('4939', 'fruit/vegetable juice')
('1166', 'root vegetables')
('1166', 'brown bread')
('1684', 'white wine')
('1900', 'bottled beer')
('2059', 'long life bakery product')
('2241', 'frozen vegetables')
('2316', 'pip fruit')
('2460', 'bottled water')
('2697', 'dishes')
('2813', 'cake bar')
('3895', 'dessert')
('3895', 'fruit/vegetable juice')
('3910', 'pet care')
('3910', 'soda')
('3920', 'soda')
('3920', 'whole milk')
('4133', 'root vegetables')
('4192', 'oil')
('4430', 'rolls/buns')
('4430', 'margarine')
('4710', 'other vegetables')
('4770', 'chicken')
('1134', 'newspapers')
('1290', 'rice')
('1432', 'cat food')
('1432', 'specialty bar')
('1526', 'other vegetables')
('1924', 'cream cheese ')
('2131', 'citrus fruit')
('2131', 'soda')
('2316', 'rice')
('2452', 'frankfurter')
('2452', 'domestic eggs')
('2627', 'beverages')
('2627', 'coffee')
('2649', 'hard cheese')
('2794', 'whole milk')
('2794', 'canned beer')
('3041', 'pastry')
('3495', 'canned vegetables')
('3587', 'misc. beverages')
('3587', 'soda')
('3849', 'sugar')
('3849', 'female sanitary products')
('4088', 'onions')
('4088', 'oil')
('4136', 'sugar')
('4136', 'frozen fish')
('4264', 'newspapers')
('4388', 'butter milk')
('4464', 'butter')
('4674', 'seasonal products')
('4674', 'other vegetables')
('4705', 'mayonnaise')
('4832', 'white bread')
('4922', 'sausage')
('1158', 'bottled water')
('1350', 'frozen vegetables')
('1366', 'canned beer')
('1366', 'brown bread')
('2129', 'oil')
('2129', 'bottled water')
('2245', 'fish')
('2245', 'canned beer')
('2355', 'domestic eggs')
('2355', 'pot plants')
('2900', 'chicken')
('2972', 'margarine')
('3111', 'bottled water')
('3182', 'beef')
('3320', 'whipped/sour cream')
('3320', 'bottled beer')
('4009', 'frozen vegetables')
('4266', 'newspapers')
('4266', 'coffee')
('4596', 'soda')
('4638', 'root vegetables')
('1516', 'specialty chocolate')
('1580', 'misc. beverages')
('1593', 'onions')
('2388', 'pork')
('2388', 'berries')
('2631', 'frozen vegetables')
('2803', 'butter milk')
('3574', 'UHT-milk')
('3644', 'bottled beer')
('3721', 'specialty cheese')
('3722', 'sausage')
('3766', 'nuts/prunes')
('3766', 'rolls/buns')
('3782', 'citrus fruit')
('3948', 'waffles')
('3967', 'other vegetables')
('3967', 'whipped/sour cream')
('4140', 'whole milk')
('4368', 'salty snack')
('4418', 'long life bakery product')
('4915', 'sausage')
('4915', 'onions')
('1146', 'frozen vegetables')
('1146', 'pip fruit')
('1677', 'hamburger meat')
('1677', 'rolls/buns')
('1740', 'dessert')
('2141', 'yogurt')
('2694', 'pip fruit')
('2694', 'hard cheese')
('3035', 'misc. beverages')
('3035', 'curd')
('3087', 'citrus fruit')
('3343', 'shopping bags')
('3356', 'soda')
('3452', 'meat')
('3452', 'white bread')
('3541', 'chicken')
('3541', 'pickled vegetables')
('3776', 'shopping bags')
('4018', 'newspapers')
('4448', 'other vegetables')
('4870', 'hamburger meat')
('4870', 'bottled beer')
('4874', 'beef')
('1022', 'beef')
('1237', 'cleaner')
('1499', 'spread cheese')
('1647', 'salty snack')
('1724', 'fruit/vegetable juice')
('1867', 'butter')
('1867', 'sweet spreads')
('1978', 'yogurt')
('2274', 'pork')
('2274', 'pastry')
('2344', 'napkins')
('2344', 'newspapers')
('2617', 'other vegetables')
('3076', 'specialty chocolate')
('3410', 'packaged fruit/vegetables')
('3410', 'pastry')
('3607', 'sliced cheese')
('3680', 'shopping bags')
('3926', 'red/blush wine')
('4135', 'other vegetables')
('4135', 'spices')
('4268', 'frankfurter')
('4268', 'butter milk')
('4627', 'soft cheese')
('4627', 'specialty chocolate')
('4770', 'fruit/vegetable juice')
('4860', 'rolls/buns')
('4860', 'specialty bar')
('1189', 'tropical fruit')
('1299', 'rolls/buns')
('1785', 'other vegetables')
('1785', 'organic sausage')
('1785', 'cling film/bags')
('2022', 'cat food')
('2022', 'candy')
('2753', 'bottled water')
('2922', 'soda')
('2922', 'photo/film')
('3065', 'yogurt')
('3125', 'pip fruit')
('3125', 'newspapers')
('3380', 'yogurt')
('3564', 'brown bread')
('3668', 'bottled beer')
('3920', 'brown bread')
('4931', 'soda')
('1034', 'pip fruit')
('1034', 'yogurt')
('1037', 'white bread')
('1296', 'pickled vegetables')
('1296', 'long life bakery product')
('1580', 'tropical fruit')
('1663', 'herbs')
('1663', 'rolls/buns')
('1687', 'sausage')
('1820', 'meat')
('2048', 'pip fruit')
('2107', 'other vegetables')
('2394', 'coffee')
('2495', 'other vegetables')
('2495', 'red/blush wine')
('3089', 'pork')
('3180', 'domestic eggs')
('3552', 'butter')
('3691', 'berries')
('3780', 'rolls/buns')
('4274', 'beef')
('4274', 'rolls/buns')
('4779', 'condensed milk')
('4779', 'dessert')
('4941', 'soda')
('4992', 'margarine')
('1098', 'dessert')
('1868', 'other vegetables')
('1917', 'red/blush wine')
('2079', 'other vegetables')
('2312', 'other vegetables')
('2312', 'canned beer')
('2337', 'root vegetables')
('2437', 'soda')
('2437', 'nut snack')
('2478', 'napkins')
('2478', 'dessert')
('2570', 'other vegetables')
('2570', 'roll products ')
('3127', 'hamburger meat')
('3127', 'root vegetables')
('3127', 'bottled beer')
('3271', 'specialty fat')
('3271', 'other vegetables')
('3372', 'pork')
('3393', 'canned vegetables')
('4033', 'whipped/sour cream')
('4423', 'pip fruit')
('4561', 'rolls/buns')
('4631', 'soda')
('1422', 'beef')
('1422', 'rolls/buns')
('1514', 'shopping bags')
('1684', 'white bread')
('1702', 'other vegetables')
('1753', 'berries')
('1753', 'canned fish')
('1761', 'whole milk')
('1761', 'frozen fish')
('1829', 'brown bread')
('1829', 'rolls/buns')
('1910', 'margarine')
('1910', 'chocolate')
('2306', 'tropical fruit')
('2306', 'shopping bags')
('2517', 'soft cheese')
('2732', 'salty snack')
('2732', 'dessert')
('2743', 'tropical fruit')
('2743', 'frozen potato products')
('2957', 'fruit/vegetable juice')
('3081', 'sliced cheese')
('3081', 'dessert')
('3215', 'bottled water')
('3226', 'ham')
('3294', 'whipped/sour cream')
('3403', 'canned beer')
('3403', 'brown bread')
('3777', 'whole milk')
('3821', 'condensed milk')
('3821', 'yogurt')
('3979', 'canned fish')
('4299', 'citrus fruit')
('1003', 'rolls/buns')
('1194', 'pip fruit')
('1194', 'napkins')
('1200', 'brown bread')
('1379', 'photo/film')
('1385', 'beef')
('1385', 'herbs')
('1473', 'soda')
('1473', 'pasta')
('1620', 'bottled water')
('1733', 'rolls/buns')
('2120', 'root vegetables')
('2120', 'red/blush wine')
('2325', 'fruit/vegetable juice')
('2325', 'pastry')
('2479', 'rolls/buns')
('2506', 'chocolate')
('2850', 'rolls/buns')
('3067', 'specialty cheese')
('3137', 'long life bakery product')
('3367', 'sausage')
('3367', 'long life bakery product')
('4763', 'whole milk')
('1442', 'pip fruit')
('2401', 'specialty chocolate')
('2601', 'soda')
('2601', 'curd')
('2983', 'specialty chocolate')
('3033', 'napkins')
('3046', 'soda')
('3705', 'fruit/vegetable juice')
('3827', 'bottled water')
('3848', 'cling film/bags')
('4018', 'yogurt')
('4018', 'long life bakery product')
('4018', 'hard cheese')
('4129', 'meat spreads')
('4316', 'whole milk')
('4316', 'shopping bags')
('4316', 'rolls/buns')
('1241', 'margarine')
('1335', 'dishes')
('1362', 'tropical fruit')
('1658', 'citrus fruit')
('1658', 'flour')
('1764', 'salty snack')
('1864', 'oil')
('2085', 'domestic eggs')
('2279', 'long life bakery product')
('2279', 'pot plants')
('2514', 'soda')
('2514', 'whole milk')
('2595', 'rolls/buns')
('2602', 'frankfurter')
('2935', 'rolls/buns')
('2935', 'processed cheese')
('3737', 'instant coffee')
('3737', 'shopping bags')
('3746', 'meat spreads')
('3746', 'butter')
('4146', 'dessert')
('4625', 'white bread')
('4664', 'beef')
('4664', 'rolls/buns')
('4822', 'yogurt')
('1206', 'hygiene articles')
('1206', 'candles')
('1466', 'citrus fruit')
('1466', 'brown bread')
('1887', 'whole milk')
('1929', 'pasta')
('2043', 'other vegetables')
('2043', 'curd')
('2152', 'waffles')
('2232', 'whole milk')
('2271', 'yogurt')
('2334', 'yogurt')
('2950', 'long life bakery product')
('3571', 'curd')
('3835', 'soda')
('3835', 'dishes')
('3835', 'sugar')
('3905', 'ice cream')
('3905', 'meat spreads')
('3973', 'fruit/vegetable juice')
('3973', 'domestic eggs')
('4208', 'rolls/buns')
('4257', 'UHT-milk')
('4632', 'turkey')
('4632', 'rolls/buns')
('1111', 'whole milk')
('1111', 'soda')
('1111', 'UHT-milk')
('1225', 'whole milk')
('1225', 'curd')
('1246', 'whipped/sour cream')
('1254', 'ham')
('1352', 'bottled water')
('2790', 'berries')
('2863', 'chocolate')
('2863', 'whipped/sour cream')
('2863', 'bottled beer')
('2947', 'cream cheese ')
('3686', 'whole milk')
('3856', 'onions')
('3856', 'white wine')
('4226', 'citrus fruit')
('4226', 'other vegetables')
('4262', 'domestic eggs')
('4262', 'napkins')
('4294', 'domestic eggs')
('4294', 'coffee')
('4325', 'specialty chocolate')
('4717', 'coffee')
('4933', 'meat')
('4963', 'other vegetables')
('4963', 'tropical fruit')
('1338', 'curd')
('1342', 'bottled water')
('1660', 'packaged fruit/vegetables')
('1732', 'citrus fruit')
('1732', 'canned beer')
('1732', 'flour')
('1915', 'brown bread')
('2222', 'pork')
('2337', 'tropical fruit')
('2337', 'whole milk')
('2350', 'canned fish')
('2580', 'salad dressing')
('2604', 'whole milk')
('2776', 'pastry')
('2930', 'fruit/vegetable juice')
('2930', 'coffee')
('3046', 'curd')
('3046', 'whipped/sour cream')
('3857', 'hard cheese')
('3857', 'frozen vegetables')
('3862', 'sausage')
('3862', 'cake bar')
('3917', 'ham')
('3917', 'other vegetables')
('3952', 'butter')
('3952', 'rolls/buns')
('3972', 'frankfurter')
('4156', 'hygiene articles')
('4165', 'other vegetables')
('4165', 'brown bread')
('4165', 'soda')
('4165', 'roll products ')
('4211', 'bottled beer')
('4211', 'whole milk')
('4322', 'bottled water')
('4541', 'napkins')
('4657', 'bottled water')
('4807', 'onions')
('4898', 'tropical fruit')
('4948', 'other vegetables')
('1454', 'chicken')
('1454', 'fruit/vegetable juice')
('1616', 'margarine')
('1616', 'whole milk')
('2075', 'citrus fruit')
('2075', 'rolls/buns')
('2089', 'margarine')
('2093', 'tropical fruit')
('2701', 'spread cheese')
('2706', 'oil')
('2706', 'sliced cheese')
('2795', 'rolls/buns')
('2795', 'canned beer')
('2871', 'whole milk')
('3050', 'dessert')
('3166', 'other vegetables')
('3166', 'whole milk')
('3166', 'house keeping products')
('3575', 'butter')
('3575', 'photo/film')
('4025', 'other vegetables')
('4025', 'UHT-milk')
('4316', 'soda')
('4750', 'yogurt')
('4896', 'red/blush wine')
('4896', 'sugar')
('1166', 'tropical fruit')
('1170', 'chocolate')
('1170', 'shopping bags')
('1212', 'tropical fruit')
('1212', 'salt')
('1512', 'detergent')
('1512', 'yogurt')
('1520', 'beef')
('1520', 'other vegetables')
('1566', 'dessert')
('1566', 'newspapers')
('1685', 'soda')
('1756', 'whole milk')
('1756', 'soda')
('1925', 'long life bakery product')
('1955', 'shopping bags')
('2112', 'sliced cheese')
('2155', 'pip fruit')
('2315', 'newspapers')
('2349', 'soda')
('2349', 'red/blush wine')
('3553', 'pip fruit')
('3553', 'waffles')
('4090', 'specialty bar')
('4090', 'shopping bags')
('4109', 'pet care')
('4109', 'whole milk')
('4125', 'rolls/buns')
('4217', 'domestic eggs')
('4262', 'frozen meals')
('4473', 'bottled beer')
('4473', 'other vegetables')
('4839', 'sausage')
('4839', 'onions')
('2139', 'chewing gum')
('2289', 'rolls/buns')
('3112', 'mustard')
('3112', 'domestic eggs')
('3141', 'nut snack')
('3238', 'root vegetables')
('3238', 'rolls/buns')
('3238', 'bottled beer')
('3584', 'other vegetables')
('3743', 'sausage')
('4278', 'soda')
('4359', 'fruit/vegetable juice')
('1115', 'other vegetables')
('1115', 'butter')
('1133', 'yogurt')
('1133', 'pastry')
('2524', 'white wine')
('2545', 'pastry')
('2662', 'sausage')
('2662', 'pickled vegetables')
('2746', 'white bread')
('2772', 'whipped/sour cream')
('2772', 'cat food')
('3140', 'butter')
('3327', 'frozen potato products')
('3343', 'misc. beverages')
('3587', 'other vegetables')
('3587', 'shopping bags')
('3851', 'other vegetables')
('3879', 'whole milk')
('4036', 'pastry')
('4117', 'whole milk')
('4130', 'liquor')
('4654', 'root vegetables')
('4654', 'shopping bags')
('1064', 'root vegetables')
('1064', 'whole milk')
('1229', 'white bread')
('1350', 'bottled water')
('1361', 'rolls/buns')
('1517', 'sausage')
('1517', 'salty snack')
('1517', 'coffee')
('1550', 'domestic eggs')
('1550', 'specialty chocolate')
('2590', 'soda')
('2649', 'baking powder')
('2674', 'soda')
('2960', 'canned beer')
('3158', 'hamburger meat')
('3247', 'candy')
('3544', 'whole milk')
('3600', 'frankfurter')
('3726', 'pip fruit')
('3726', 'mustard')
('3815', 'pet care')
('4740', 'dessert')
('4863', 'herbs')
('4863', 'sugar')
('4952', 'specialty chocolate')
('1225', 'jam')
('1307', 'canned beer')
('1546', 'sugar')
('1753', 'sliced cheese')
('3090', 'pasta')
('3719', 'condensed milk')
('3957', 'bottled water')
('4056', 'domestic eggs')
('4097', 'beef')
('4097', 'soda')
('4214', 'sausage')
('4214', 'cake bar')
('4297', 'beverages')
('4297', 'yogurt')
('4367', 'shopping bags')
('4430', 'whipped/sour cream')
('4648', 'onions')
('4696', 'ready soups')
('1501', 'whole milk')
('1842', 'root vegetables')
('2121', 'bottled water')
('2138', 'soda')
('2138', 'brown bread')
('2986', 'whole milk')
('2986', 'soda')
('3268', 'canned fish')
('3527', 'long life bakery product')
('3527', 'dish cleaner')
('3744', 'processed cheese')
('3756', 'yogurt')
('4255', 'liquor')
('4255', 'shopping bags')
('4638', 'nuts/prunes')
('4638', 'margarine')
('4640', 'rolls/buns')
('4697', 'butter milk')
('4697', 'bottled water')
('4712', 'pork')
('4712', 'newspapers')
('1217', 'citrus fruit')
('1396', 'sausage')
('1413', 'citrus fruit')
('1510', 'beef')
('1510', 'canned beer')
('1718', 'domestic eggs')
('1827', 'whole milk')
('2051', 'other vegetables')
('2363', 'white bread')
('2920', 'canned beer')
('2920', 'bottled beer')
('3127', 'whipped/sour cream')
('3131', 'soda')
('3222', 'frozen meals')
('3548', 'other vegetables')
('3548', 'whipped/sour cream')
('3622', 'bottled water')
('3704', 'other vegetables')
('3704', 'whole milk')
('3879', 'soda')
('3879', 'specialty bar')
('3879', 'tidbits')
('3959', 'softener')
('4110', 'bottled beer')
('4168', 'turkey')
('4168', 'whipped/sour cream')
('4305', 'whole milk')
('4437', 'whipped/sour cream')
('4732', 'napkins')
('1295', 'other vegetables')
('1295', 'soda')
('1453', 'fruit/vegetable juice')
('1690', 'soda')
('1931', 'chocolate')
('2277', 'other vegetables')
('2277', 'sugar')
('2311', 'pot plants')
('2806', 'red/blush wine')
('2806', 'brown bread')
('3278', 'dish cleaner')
('3278', 'coffee')
('3378', 'canned fish')
('3378', 'bottled water')
('3548', 'tropical fruit')
('3976', 'other vegetables')
('4404', 'other vegetables')
('4404', 'brown bread')
('4678', 'citrus fruit')
('4678', 'soap')
('1043', 'sliced cheese')
('1646', 'butter')
('2097', 'white wine')
('2097', 'newspapers')
('2349', 'liquor')
('2492', 'soft cheese')
('2492', 'butter milk')
('2961', 'pastry')
('3549', 'bottled beer')
('3862', 'onions')
('3862', 'dental care')
('4113', 'coffee')
('4191', 'margarine')
('4191', 'cat food')
('4212', 'butter')
('4669', 'whole milk')
('4669', 'kitchen towels')
('4800', 'soda')
('4849', 'onions')
('4849', 'frozen vegetables')
('1121', 'shopping bags')
('1437', 'pastry')
('1437', 'domestic eggs')
('1533', 'cream cheese ')
('1533', 'shopping bags')
('1652', 'pastry')
('1781', 'yogurt')
('1869', 'tropical fruit')
('1869', 'frozen fish')
('1900', 'liquor')
('1900', 'shopping bags')
('2059', 'sausage')
('2059', 'yogurt')
('2278', 'whipped/sour cream')
('2320', 'newspapers')
('2456', 'pastry')
('2456', 'fruit/vegetable juice')
('2528', 'coffee')
('3209', 'rolls/buns')
('3220', 'pip fruit')
('3619', 'dessert')
('4110', 'red/blush wine')
('4217', 'soft cheese')
('1230', 'canned beer')
('1234', 'bottled water')
('1603', 'flour')
('1603', 'sugar')
('2680', 'other vegetables')
('3776', 'dishes')
('4136', 'root vegetables')
('4264', 'butter milk')
('4264', 'yogurt')
('4270', 'napkins')
('4334', 'margarine')
('4431', 'whole milk')
('4493', 'whipped/sour cream')
('4493', 'canned beer')
('4567', 'specialty chocolate')
('4641', 'specialty chocolate')
('4699', 'abrasive cleaner')
('4880', 'specialty chocolate')
('1061', 'soda')
('1061', 'bottled beer')
('1354', 'red/blush wine')
('1354', 'cream cheese ')
